4286	3613
4234	4014
4394	4336
4842	4530
4884	4524
4048	4756
3577	4935
3449	4385
3064	4520
3128	4631
3375	4445
4414	4476
4572	4463
4585	4607
4421	4631
5583	2729
5465	3006
5532	3029
5480	3299
5941	3178
5997	3215
3419	2842
3388	2746
3569	2719
3681	2746
2599	3248
2741	3197
3397	2384
3136	2730
2936	2637
4823	2580
4763	2353
4591	2384
4657	2189
4683	2087
4283	1748
4190	1652
4023	1836
3956	2114
5647	1945
5639	2087
5742	2343
5929	2410
5362	3618
5212	3768
4630	3763
4827	4930
5028	4855
5346	4639
5432	4768
